Source_row,Species_key,Source_citation,Source_publication_year,Resolution_status
554,Acanthosaura liui,"Shuo Liu and Mian Hou and Mingzhong Mo and Dingqi Rao (2020). A new species of the genus Acanthosaura (Squamata, Agamidae) from Yunnan, China, with comments on its conservation status ZooKeys, 959, 113–135 https://doi.org/10.3897/zookeys.959.54601",2020,removed_duplicate_new_species_row
572,Acanthosaura tongbiguanensis,"Shuo Liu and Dingqi Rao (2019). A new species of the genus Acanthosaura from Yunnan, China (Squamata, Agamidae) ZooKeys, 888, 105–132 https://doi.org/10.3897/zookeys.888.38491",2019,removed_duplicate_new_species_row
1670,Achalinus hunanensis,"Shun Ma and Sheng-Chao Shi and Sun-Jun Xiang and Fu Shu and Jian-Ping Jiang (2023). A new species of Achalinus Peters, 1869 (Squamata, Xenodermidae) from Hunan Province, China Huaping Nature https://doi.org/10.3897/zookeys.1166.103055",2023,removed_duplicate_new_species_row
1677,Achalinus nanshanensis,"Hui Li and Le-Qiang Zhu and Bei Xiao and Jie Huang and Shao-Wu Wu and Li-Xun Yang and Zhi-Qiang Zhang and Xiao-Yang Mo (2023). A new species of the genus Achalinus (Squamata, Xenodermatidae) from southwest Hunan Province, China Life Science https://doi.org/10.3897/zookeys.1189.112784",2023,removed_duplicate_new_species_row
1882,Achalinus ningshanensis,"Yuhao Xu and Shun Ma and Bo Cai and Diancheng Yang and Tianyou Zhang and Tianxuan Gu and Fengcheng Zhu and Song Huang and Lifang Peng (2024). Taxonomic Revision of Ningshan Odd-Scaled Snake, Achalinus ningshanensis (Serpentes, Xenodermidae), with Description of a New Subspecies from Western China Animals, 14, 3425 https://doi.org/10.3390/ani14233425",2024,removed_duplicate_new_species_row
1672,Achalinus sheni,"Shun Ma and Yu-Hao Xu and Shuo Qi and Ying-Yong Wang and Shan-Shan Tang and Song Huang and Jian-Ping Jiang (2023). Discovery of a new cryptic Achalinus Peters, 1869 (Serpentes, Xenodermidae) species from Hunan Province, China 9 https://doi.org/10.3897/zookeys.1181.109462",2023,removed_duplicate_new_species_row
1116,Alcalus sp. nov.,"Zhongbin YU and Kai WANG and Tianen CHEN and Ling LI and Felista Kasyoka KILUNDA and Haipeng ZHAO and Yayong WU and Shenpin YANG and Zhengpan DUAN and Anru ZUO and Dingcan ZHANG and Robert W. MURPHY and Yunhe WU and Jing CHE (2025). First Record of the Genus Alcalus (Anura, Ceratobatrachidae) and Describe a New Species from Yunnan, China Asian Herpetological Research, 16(2), 160–168 https://doi.org/10.3724/ahr.2095-0357.2024.0035",2025,removed_duplicate_new_species_row
217,Amolops ailao,"Shangjing Tang and Tao Sun and Shuo Liu and Sangdi Luo and Guohua Yu and Lina Du (2023). A new species of cascade frog (Anura: Ranidae: Amolops) from central Yunnan, China Zoological Letters, 9, 15 https://doi.org/10.1186/s40851-023-00214-9",2023,removed_duplicate_new_species_row
1620,Amolops amoropalamus,"Masafumi Matsui (1986). Three New Species of Amolops from Borneo (Amphibia, Anura, Ranidae) Copeia, 1986(3), 623-630 https://doi.org/1444943",1986,removed_duplicate_new_species_row
1791,Amolops chaochin,"Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li (2021). Taxonomic revision of Amolops chunganensis (Pope, 1929) (Amphibia: Anura) and description of a new species from southwestern China, with discussion on Amolops monticola group and assignment of species groups of the genus Amolops Life Science https://doi.org/10.24272/j.issn.2095-8137.2021.107",2021,removed_duplicate_new_species_row
1572,Amolops chunganensis,"Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li (2021). Taxonomic revision of Amolops chunganensis (Pope, 1929) (Amphibia: Anura) and description of a new species from southwestern China, with discussion on Amolops monticola group and assignment of species groups of the genus Amolops Life Science https://doi.org/10.24272/j.issn.2095-8137.2021.107",2021,removed_duplicate_new_species_row
2228,Amolops dafangensis,"Shi-Ze Li and Jing Liu and Xiao-Cong Ke and Gang Cheng and Bin Wang (2023). A new species of Amolops (Amphibia, Anura, Ranidae) from Guizhou Province, China Food Science https://doi.org/10.3897/zookeys.1189.115621",2023,removed_duplicate_new_species_row
491,Amolops mengdingensis,"GUOHUA YU, ZHENGJUN WU & JUNXING YANG (2019). A new species of the Amolops monticola group (Anura: Ranidae) from southwestern Yunnan, China Zootaxa, 4577(3), 548–560 https://doi.org/10.11646/zootaxa.4577.3.8",2019,removed_duplicate_new_species_row
887,Amolops mengdingensis,"GUOHUA YU, ZHENGJUN WU & JUNXING YANG (2019). A new species of the Amolops monticola group (Anura: Ranidae) from southwestern Yunnan, China Zootaxa, 4577(3), 548–560 https://doi.org/10.11646/zootaxa.4577.3.8",2019,removed_duplicate_new_species_row
1967,Amolops sangzhiensis,,2024,removed_duplicate_new_species_row
17,Amolops shihaitaoi,"Jian Wang and Jing Li and Lingyun Du and Mian Hou and Guohua Yu (2022). A cryptic species of the Amolops ricketti species group (Anura, Ranidae) from China–Vietnam border regions ZooKeys, 1112, 139–159 https://doi.org/10.3897/zookeys.1112.82551",2022,removed_duplicate_new_species_row
583,Amolops yangi,"Yun-He Wu and Zhong-Bin Yu and Chen-Qi Lu and Yin-Peng Zhang and Wen-Jie Dong and Xiao-Long Liu and Felista Kasyoka Kilunda and Yun Xiong and Yun-Fang Jiang and Hong Ouyang and Zhong-Xiong Fu and Yun-Biao He and Zhi-Yong Yuan and Jing Che (2024). A new species of the genus Amolops (Amphibia: Ranidae) and the first national record of Amolops vitreus from China Vertebrate Zoology, 74, 343–357 https://doi.org/10.3897/vz.74.e108013",2024,removed_duplicate_new_species_row
585,Amolops yangi,"Yun-He Wu and Zhong-Bin Yu and Chen-Qi Lu and Yin-Peng Zhang and Wen-Jie Dong and Xiao-Long Liu and Felista Kasyoka Kilunda and Yun Xiong and Yun-Fang Jiang and Hong Ouyang and Zhong-Xiong Fu and Yun-Biao He and Zhi-Yong Yuan and Jing Che (2024). A new species of the genus Amolops (Amphibia: Ranidae) and the first national record of Amolops vitreus from China Vertebrate Zoology, 74, 343–357 https://doi.org/10.3897/vz.74.e108013",2024,removed_duplicate_new_species_row
587,Amolops yangi,"Yun-He Wu and Zhong-Bin Yu and Chen-Qi Lu and Yin-Peng Zhang and Wen-Jie Dong and Xiao-Long Liu and Felista Kasyoka Kilunda and Yun Xiong and Yun-Fang Jiang and Hong Ouyang and Zhong-Xiong Fu and Yun-Biao He and Zhi-Yong Yuan and Jing Che (2024). A new species of the genus Amolops (Amphibia: Ranidae) and the first national record of Amolops vitreus from China Vertebrate Zoology, 74, 343–357 https://doi.org/10.3897/vz.74.e108013",2024,removed_duplicate_new_species_row
595,Amolops yangi,"Yun-He Wu and Zhong-Bin Yu and Chen-Qi Lu and Yin-Peng Zhang and Wen-Jie Dong and Xiao-Long Liu and Felista Kasyoka Kilunda and Yun Xiong and Yun-Fang Jiang and Hong Ouyang and Zhong-Xiong Fu and Yun-Biao He and Zhi-Yong Yuan and Jing Che (2024). A new species of the genus Amolops (Amphibia: Ranidae) and the first national record of Amolops vitreus from China Vertebrate Zoology, 74, 343–357 https://doi.org/10.3897/vz.74.e108013",2024,removed_duplicate_new_species_row
598,Batrachuperus daochengensis,Fu & Zeng (2008). A new species of the genus Batrachuperus (Urodela: Hynobiidae) from Southwestern China National Natural Science https://doi.org/10.24272/j.issn.2095-8137.2020.129,2008,removed_duplicate_new_species_row
894,Boulenophrys chishuiensis,"Ning Xu and Shi-Ze Li and Jing Liu and Gang Wei and Bin Wang (2020). A new species of the horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from southwest China ZooKeys, 943, 119–144 https://doi.org/10.3897/zookeys.943.50343",2020,removed_duplicate_new_species_row
895,Boulenophrys chishuiensis,"Ning Xu and Shi-Ze Li and Jing Liu and Gang Wei and Bin Wang (2020). A new species of the horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from southwest China ZooKeys, 943, 119–144 https://doi.org/10.3897/zookeys.943.50343",2020,removed_duplicate_new_species_row
1074,Boulenophrys dongguanensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1080,Boulenophrys dongguanensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1086,Boulenophrys dongguanensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1966,Boulenophrys hengshanensis,,2024,removed_duplicate_new_species_row
1077,Boulenophrys jiulianensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1083,Boulenophrys jiulianensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1090,Boulenophrys jiulianensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1431,Boulenophrys liboensis,"Yanan ZHANG and Gang LI and Ning XIAO and Jiaqi LI and Tao PAN and Hui WANG and Baowei ZHANG and Jiang ZHOU (2017). A New Species of the Genus Xenophrys (Amphibia: Anura: Megophryidae) from Libo County, Guizhou, China Asian Herpetological Research, 8(2), 75–85 https://doi.org/10.16373/j.cnki.ahr.160041",2017,removed_duplicate_new_species_row
51,Boulenophrys lichun,"Shi-Shi Lin and Hong-Hui Chen and Yuan-Hang Li and Zhao-Ning Peng and Zhao-Chi Zeng and Jian Wang (2024). A new Boulenophrys species (Anura, Megophryidae) from the coastal hills of eastern Fujian Province, China https://doi.org/10.3897/zookeys.1216.130017",2024,removed_duplicate_new_species_row
83,Boulenophrys lichun,"Shi-Shi Lin and Hong-Hui Chen and Yuan-Hang Li and Zhao-Ning Peng and Zhao-Chi Zeng and Jian Wang (2024). A new Boulenophrys species (Anura, Megophryidae) from the coastal hills of eastern Fujian Province, China https://doi.org/10.3897/zookeys.1216.130017",2024,removed_duplicate_new_species_row
1132,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1136,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1141,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1146,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1155,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1159,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1174,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1179,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1185,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1189,Boulenophrys mirabilis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1079,Boulenophrys mufumontana,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1085,Boulenophrys mufumontana,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1092,Boulenophrys mufumontana,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1075,Boulenophrys nankunensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1081,Boulenophrys nankunensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1088,Boulenophrys nankunensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1076,Boulenophrys nanlingensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1082,Boulenophrys nanlingensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1089,Boulenophrys nanlingensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1133,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1138,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1142,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1149,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1156,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1163,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1175,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1181,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1186,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1190,Boulenophrys shimentaina,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1078,Boulenophrys wugongensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1084,Boulenophrys wugongensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1091,Boulenophrys wugongensis,"Jian Wang and Zhi-Tong Lyu and Zu-Yao Liu and Cheng-Kai Liao and Zhao-Chi Zeng and Jian Zhao and Yu-Long Li and Ying-Yong Wang (2019). Description of six new species of the subgenus Panophrys within the genus Megophrys (Anura, Megophryidae) from southeastern China based on molecular and morphological data ZooKeys, 851, 113–164 https://doi.org/10.3897/zookeys.851.29107",2019,removed_duplicate_new_species_row
1134,Boulenophrys xiangnanensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1139,Boulenophrys xiangnanensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1143,Boulenophrys xiangnanensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1150,Boulenophrys xiangnanensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1157,Boulenophrys xiangnanensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1164,Boulenophrys xiangnanensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1176,Boulenophrys xiangnanensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1182,Boulenophrys xiangnanensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
1135,Boulenophrys yangmingensis,"Zhi-Tong Lyu and Yuan-Qiu Li and Zhao-Chi Zeng and Jian Zhao and Zu-Yao Liu and Guo-Xin Guo and Ying-Yong Wang (2020). Four new species of Asian horned toads (Anura, Megophryidae, Megophrys) from southern China ZooKeys, 942, 105–140 https://doi.org/10.3897/zookeys.942.47983",2020,removed_duplicate_new_species_row
