Class_CN,Chinese_name,Scientific_name,ChinaRedList,Endemic
两栖纲,乡城齿蟾,Oreolalax xiangchengensis,LC,YES
两栖纲,福建掌突蟾,Paramegophrys liui,LC,YES
两栖纲,峨山掌突蟾,Paramegophrys oshanensis,LC,YES
两栖纲,腹斑掌突蟾,Paramegophrys ventripunctatus,LC,YES
两栖纲,莽山掌突蟾,Paramegophrys mangshanensis,LC,YES
两栖纲,猫儿山掌突蟾,Paramegophrys maoershanensis,LC,YES
两栖纲,紫棕掌突蟾,Paramegophrys purpurus,LC,YES
两栖纲,腾冲掌突蟾,Paramegophrys tengchongensis,LC,YES
两栖纲,五皇山掌突蟾,Paramegophrys wuhuangmontis,LC,YES
两栖纲,盈江掌突蟾,Paramegophrys yingjiangensis,LC,YES
两栖纲,云开掌突蟾,Paramegophrys yunkaiensis,LC,YES
两栖纲,毕节掌突蟾,Paramegophrys bijie,LC,YES
两栖纲,雪山掌突蟾,Paramegophrys niveimontis,LC,YES
两栖纲,夜神掌突蟾,Paramegophrys nyx,LC,NO
两栖纲,西藏齿突蟾,Scutiger boulengeri,LC,NO
两栖纲,胸腺猫眼蟾,Scutiger glandulatus,LC,YES
两栖纲,刺胸猫眼蟾,Scutiger mammatus,LC,YES
两栖纲,腾冲齿突蟾,Scutiger tengchongensis,LC,YES
两栖纲,井冈山角蟾,Xenophrys jinggangensis,LC,YES
两栖纲,棘指角蟾,Xenophrys spinata,LC,YES
两栖纲,丽水角蟾,Xenophrys lishuiensis,LC,YES
两栖纲,母山角蟾,Xenophrys maosonensis,LC,NO
两栖纲,九连山角蟾,Xenophrys jiulianensis,LC,YES
两栖纲,幕阜山角蟾,Xenophrys mufumontana,LC,YES
两栖纲,南岭角蟾,Xenophrys nanlingensis,LC,YES
两栖纲,舜皇角蟾,Xenophrys shunhuangensis,LC,YES
两栖纲,武功山角蟾,Xenophrys wugongensis,LC,YES
两栖纲,云南小狭口蛙,Calluella yunnanensis,LC,NO
两栖纲,北方狭口蛙,Kaloula borealis,LC,NO
两栖纲,花狭口蛙,Kaloula pulchra,LC,NO
两栖纲,四川狭口蛙,Kaloula rugifera,LC,YES
两栖纲,多疣狭口蛙,Kaloula verrucosa,LC,YES
两栖纲,弄岗狭口蛙,Kaloula nonggangensis,LC,YES
两栖纲,粗皮姬蛙,Microhyla butleri,LC,NO
两栖纲,饰纹姬蛙,Microhyla fissipes,LC,NO
两栖纲,小弧斑姬蛙,Microhyla heymonsi,LC,NO
两栖纲,合征姬蛙,Microhyla mixtura,LC,YES
两栖纲,花姬蛙,Microhyla pulchra,LC,NO
两栖纲,北仑姬蛙,Microhyla beilunensis,LC,YES
两栖纲,穆氏姬蛙,Microhyla mukhlesuri,LC,NO
两栖纲,梵净山姬蛙,Microhyla fanjingshanensis,LC,YES
两栖纲,史氏小姬蛙,Micryletta steinegeri,LC,YES
两栖纲,阿尼桥湍蛙,Amolops aniqiaoensis,LC,YES
两栖纲,崇安湍蛙,Amolops chunganensis,LC,NO
两栖纲,金江湍蛙,Amolops jinjiangensis,LC,YES
两栖纲,理县湍蛙,Amolops lifanensis,LC,YES
两栖纲,四川湍蛙,Amolops mantzorum,LC,NO
两栖纲,墨脱湍蛙,Amolops medogensis,LC,YES
两栖纲,华南湍蛙,Amolops ricketti,LC,NO
两栖纲,小湍蛙,Amolops torrentis,LC,YES
两栖纲,平疣湍蛙,Amolops tuberodepressus,LC,YES
两栖纲,武夷湍蛙,Amolops wuyiensis,LC,YES
两栖纲,林芝湍蛙,Amolops nyingchiensis,LC,YES
两栖纲,文山湍蛙,Amolops wenshanensis,LC,YES
两栖纲,新都桥湍蛙,Amolops xinduqiao,LC,YES
两栖纲,孟定湍蛙,Amolops mengdingensis,LC,YES
两栖纲,水城湍蛙,Amolops shuichengicus,LC,YES
两栖纲,中华湍蛙,Amolops sinensis,LC,YES
两栖纲,滇蛙,Dianrana pleuraden,LC,YES
两栖纲,林琴蛙,Nidirana lini,LC,YES
两栖纲,粤琴蛙,Nidirana guangdongensis,LC,YES
两栖纲,雷山琴蛙,Nidirana leishanensis,LC,YES
两栖纲,孟闻琴蛙,Nidirana mangveni,LC,YES
两栖纲,湘琴蛙,Nidirana xiangica,LC,YES
两栖纲,叶氏琴蛙,Nidirana yeae,LC,YES
两栖纲,凹耳蛙,Bamburana tormota,LC,YES
两栖纲,安子山臭蛙,Odorrana yentuensis,LC,NO
两栖纲,封开臭蛙,Odorrana fengkaiensis,LC,YES
两栖纲,湖北侧褶蛙,Pelophylax hubeiensis,LC,YES
两栖纲,田野林蛙,Rana arvalis,LC,NO
两栖纲,昭觉林蛙,Rana chaochiaoensis,LC,YES
两栖纲,中国林蛙,Rana chensinensis,LC,NO
两栖纲,高原林蛙,Rana kukunoris,LC,YES
两栖纲,长肢林蛙,Rana longicus,LC,YES
两栖纲,峨眉林蛙,Rana omeimontis,LC,YES
两栖纲,镇海林蛙,Rana zhenhaiensis,LC,YES
两栖纲,徂徕林蛙,Rana culaiensis,LC,YES
两栖纲,大别山林蛙,Rana dabieshanensis,LC,YES
两栖纲,日本溪树蛙,Buergeria japonica,LC,NO
两栖纲,壮溪树蛙,Buergeria robusta,LC,YES
两栖纲,背条螳臂树蛙,Chiromantis doriae,LC,NO
两栖纲,侧条费树蛙,Feihyla vittatus,LC,NO
两栖纲,墨脱纤树蛙,Gracixalus medogensis,LC,YES
两栖纲,广东纤树蛙,Gracixalus guangdongensis,LC,YES
两栖纲,云南纤树蛙,Gracixalus yunnanensis,LC,NO
两栖纲,琉球原指树蛙,Kurixalus eiffingeri,LC,NO
两栖纲,面天原指树蛙,Kurixalus idiootocus,LC,YES
两栖纲,锯腿原指树蛙,Kurixalus odontotarsus,LC,NO
两栖纲,海南原指树蛙,Kurixalus hainanus,LC,NO
两栖纲,布氏泛树蛙,Polypedates braueri,LC,NO
两栖纲,斑腿泛树蛙,Polypedates megacephalus,LC,NO
两栖纲,无声囊泛树蛙,Polypedates mutus,LC,NO
两栖纲,凹顶泛树蛙,Polypedates impresus,LC,NO
两栖纲,沧源灌树蛙,Raorchestes cangyuanensis,LC,NO
两栖纲,双斑树蛙,Rhacophorus bipunctatus,LC,NO
两栖纲,经甫树蛙,Rhacophorus chenfui,LC,YES
两栖纲,大树蛙,Rhacophorus dennysi,LC,YES
两栖纲,台湾树蛙,Rhacophorus moltrechti,LC,YES
两栖纲,峨眉树蛙,Rhacophorus omeimontis,LC,NO
两栖纲,红蹼树蛙,Rhacophorus rhodopus,LC,YES
两栖纲,鹦哥岭树蛙,Rhacophorus yinggelingensis,LC,YES
两栖纲,宝兴树蛙,Rhacophorus dugritei,LC,YES
两栖纲,长吻竹叶蛙,Bamburana nasica,LC,NO
两栖纲,台岛臭蛙,Eburana swinhoana,LC,YES
两栖纲,弹琴蛙,Nidirana adenopleura,LC,NO
两栖纲,仙琴蛙,Nidirana daunchina,LC,YES
两栖纲,大绿臭蛙,Odorrana graminea,LC,NO
两栖纲,黄岗臭蛙,Odorrana huanggangensis,LC,YES
两栖纲,绿臭蛙,Odorrana margaretae,LC,NO
两栖纲,花臭蛙,Odorrana schmackeri,LC,NO
两栖纲,天目臭蛙,Odorrana tianmuii,LC,YES
两栖纲,桑植趾沟蛙,Pseudorana sangzhiensis,LC,YES
两栖纲,越南林蛙,Rana johnsi,LC,NO
两栖纲,阔褶水蛙,Sylvirana latouchii,LC,NO
两栖纲,勐腊水蛙,Sylvirana menglaensis,LC,YES
两栖纲,弱唇褶山溪鲵,Batrachuperus cochranae,DD,YES
两栖纲,贵州拟小鲵,Pseudohynobius guizhouensis,DD,YES
两栖纲,高山棘螈,Echinotriton maxiquadratus,DD,YES
两栖纲,南方肥螈,Pachytriton airobranchiatus,DD,YES
两栖纲,茂兰瘰螈,Paramesotriton maolanensis,DD,YES
两栖纲,蔡氏瑶螈,Tylototriton ziegleri,DD,NO
两栖纲,帕米尔蟾蜍,Bufotes taxkorensis,DD,YES
两栖纲,札达蟾蜍,Bufotes zamdaensis,DD,YES
两栖纲,司徒蟾蜍,Duttaphrynus stuarti,DD,NO
两栖纲,缅甸溪蟾,Torrentophryne burmanus,DD,NO
两栖纲,孟连溪蟾,Torrentophryne mengliana,DD,YES
两栖纲,先岛陆蛙,Fejervarya sakishimensis,DD,NO
两栖纲,藏南棘蛙,Maculopaa arunachalensis,DD,NO
两栖纲,隆子棘蛙,Nanorana zhaoermii,DD,YES
两栖纲,罗斯坦棘蛙,Paa rostandi,DD,NO
两栖纲,费氏角蟾,Boulenophrys feii,DD,YES
两栖纲,腾冲拟髭蟾,Leptobrachium tengchongense,DD,YES
两栖纲,魏氏齿蟾,Oreolalax weigoldi,DD,YES
两栖纲,黄腺掌突蟾,Paramegophrys flaviglandulosa,DD,YES
两栖纲,紫腹掌突蟾,Paramegophrys purpuraventra,DD,YES
两栖纲,上思掌突蟾,Paramegophrys shangsiensis,DD,YES
两栖纲,黑石顶角蟾,Xenophrys obesa,DD,YES
两栖纲,荔波角蟾,Xenophrys liboensis,DD,YES
两栖纲,仙居角蟾,Xenophrys xianjuensis,DD,YES
两栖纲,网纹英格蛙,Ingerana reticulata,DD,YES
两栖纲,西域湍蛙,Amolops afghanus,DD,NO
两栖纲,仁更湍蛙,Amolops argus,DD,YES
两栖纲,陈塘湍蛙,Amolops pallasitatus,DD,YES
两栖纲,团结湍蛙,Amolops tuanjieensis,DD,YES
两栖纲,瑶琴蛙,Nidirana yaoica,DD,YES
两栖纲,栾川林蛙,Rana luanchuanensis,DD,YES
两栖纲,黑耳水蛙,Sylvirana nigrotympanica,DD,NO
两栖纲,台湾溪树蛙,Buergeria otai,DD,YES
两栖纲,井冈纤树蛙,Gracixalus jinggangensis,DD,YES
两栖纲,田林纤树蛙,Gracixalus tianlinensis,DD,YES
两栖纲,吻原指树蛙,Kurixalus naso,DD,YES
两栖纲,绿眼原指树蛙,Kurixalus berylliniris,DD,YES
两栖纲,王氏原指树蛙,Kurixalus wangi,DD,YES
两栖纲,杨氏原指树蛙,Kurixalus yangi,DD,NO
两栖纲,肯氏刘树蛙,Liuixalus kempii,DD,YES
两栖纲,费氏刘树蛙,Liuixalus feii,DD,NO
两栖纲,金秀刘树蛙,Liuixalus jinxiuensis,DD,NO
两栖纲,墨脱棱鼻树蛙,Nasutixalus medogensis,DD,YES
两栖纲,盈江棱鼻树蛙,Nasutixalus yingjiangensis,DD,YES
两栖纲,圆疣树蛙,Rhacophorus tuberculatus,DD,NO
两栖纲,平龙树蛙,Rhacophorus pinglongensis,DD,YES
两栖纲,背崩棱皮树蛙,Theloderma baibungensis,DD,YES
两栖纲,棘棱皮树蛙,Theloderma moloch,DD,YES
两栖纲,印支棱皮树蛙,Theloderma gordoni,DD,NO
两栖纲,双色棱皮树蛙,Theloderma bicolor,DD,NO
两栖纲,大耳臭蛙,Odorrana macrotympana,DD,YES
两栖纲,滇螈,Hypselotriton wolterstorffi,EX,YES
两栖纲,琉球棘螈,Echinotriton andersoni,RE,NO
