Source_row,Chinese_name_raw,Scientific_name_raw,Province_raw,Verdict,Reason,Source_citation
1391,五斑颈槽蛇,Rhabdophis pentasupralabialis,四川,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FUKUDA and Akira MORI and Yezhong TANG and Qin CHEN and Li DING (2020). A New Species of the Genus Rhabdophis Fitzinger, 1843 (Squamata: Colubridae) in Southwestern Sichuan, China Asian Herpetological Research, 11(2), 95–107 https://doi.org/10.16373/j.cnki.ahr.190068"
1392,广东颈槽蛇,Rhabdophis guangdongensis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FUKUDA and Akira MORI and Yezhong TANG and Qin CHEN and Li DING (2020). A New Species of the Genus Rhabdophis Fitzinger, 1843 (Squamata: Colubridae) in Southwestern Sichuan, China Asian Herpetological Research, 11(2), 95–107 https://doi.org/10.16373/j.cnki.ahr.190068"
1393,王氏环蛇,Bungarus wanghaotingi,云南,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1394,素贞环蛇,Bungarus suzhenae,云南,新种表,新种描述，转入 CHNR_new_species,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1395,银环蛇,Bungarus multicinctus,,终审:B7 坐标在境内可反推省份,新种描述文献中的伴随物种记录，非明确新纪录事件,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1396,王氏环蛇,Bungarus wanghaotingi,,终审:B7 坐标在境内可反推省份,新种描述文献中的伴随物种记录，非明确新纪录事件,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1397,界木溪蛙,Rana jiemuxiensis,安徽,事件表,省级新纪录事件（1省）,"Min TANG, Xing YU, Jiahui LI, Taiyue LI, Wenrui ZHU, Jing CHE, Jianjun LIU, Huaxing ZHOU and Liuwang NIE (2025). New Distribution Records of Rana jiemuxiensis in Anhui Province Asian Herpetological Research, 16(1), 122–124 https://doi.org/10.3724/ahr.2095-0357.2024.0018"
1398,雷山角蟾,Megophrys leishanensis,贵州,新种表,新种描述，转入 CHNR_new_species,"Shize LI and Ning XU and Jing LIU and Jianping JIANG and Gang WEI and Bin WANG (2018). A New Species of the Asian Toad Genus Megophrys sensu lato (Amphibia: Anura: Megophryidae) from Guizhou Province, China Asian Herpetological Research, 9(4), 224–239 https://doi.org/10.16373/j.cnki.ahr.180072"
1399,,Ablepharus sp. nov.,西藏,新种表,新种描述，转入 CHNR_new_species,"Peng GUO and Kai WANG and Songwen TAN and Yayong WU and Jing CHE (2025). A New Species of Ablepharus (Sauria: Scincidae) from Western Xizang, China Asian Herpetological Research, 16(3), 261–271 https://doi.org/10.3724/ahr.2095-0357.2025.0011"
1400,双斑狼蛇,Lycodon jara,云南,事件表,省级新纪录事件（1省）,"Tierui ZHANG and Li DING and Xinge WANG and Frank T. BURBRINK and Song HUANG and Zhihao JIANG and Zhangbo CUI and Zicheng SU and Beibei HE and Ruyi HUANG and Jinmin CHEN (2024). Confirmation of Distribution of Twin-spotted Wolf Snake, Lycodon jara (Shaw, 1802) (Serpentes, Colubridae) in China, with Detailed Morphological Description Asian Herpetological Research, 15(4), 225–231 https://doi.org/10.3724/ahr.2095-0357.2024.0020"
1401,老挝水龙蜥,Tropidophorus laotus,,终审:排除-国外记录,记录类型无法判定（原表未标注且引用无线索）,"Kai WANG and Ling LI and V. DEEPAK and Somphouthone PHIMMACHAK and Stéphane GROSJEAN and Nicolas VIDAL and Zhongxiong FU and Fenfei WANG and Guojin SHEN and Bryan L. STUART and Jing CHE (2025). Designation of the Lectotype for Tropidophorus laotus (Reptilia: Scincidae) and Description of A New Closely Related Species from Southern Yunnan Province, China Asian Herpetological Research, 16(1), 95–109 https://doi.org/10.3724/ahr.2095-0357.2024.0057"
1402,滇南棱蜥,Tropidophorus kouzhitongi,云南,新种表,新种描述，转入 CHNR_new_species,"Kai WANG and Ling LI and V. DEEPAK and Somphouthone PHIMMACHAK and Stéphane GROSJEAN and Nicolas VIDAL and Zhongxiong FU and Fenfei WANG and Guojin SHEN and Bryan L. STUART and Jing CHE (2025). Designation of the Lectotype for Tropidophorus laotus (Reptilia: Scincidae) and Description of A New Closely Related Species from Southern Yunnan Province, China Asian Herpetological Research, 16(1), 95–109 https://doi.org/10.3724/ahr.2095-0357.2024.0057"
1403,马来环蛇,Bungarus candidus,,终审:C 排除-坐标在境外,新种描述文献中的伴随物种记录，非明确新纪录事件,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1404,鉛山壁虎,Gekko hokouensis,台北、彭佳屿、台东县,终审:C 排除-记录地为国外省区,新种描述文献中的伴随物种记录，非明确新纪录事件,"林俊聰 & 姚秋如 (2016). 臺灣宜蘭縣龜山島壁虎屬 (Gekko) (有鱗目:蜥蜴亞目: 壁虎科) 一新種 A New Species of the Genus Gekko (Squamata: Sauria: Gekkonidae) from Guishan Isle, Yilan County, Taiwan 國立臺灣博物館學刊, 69(2), 1-14 https://doi.org/10.6532/JNTM.2016.69(2).01"
1405,素贞环蛇,Bungarus suzhenae,云南,新种表,新种描述，转入 CHNR_new_species,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1406,北仑小雨蛙,Microhyla beilunensis,浙江,新种表,新种描述，转入 CHNR_new_species,"Meihua ZHANG and Liang FEI and Changyuan YE and Yufan WANG and Bin Wang and Jianping JIANG (2018). A New Species of Genus Microhyla (Amphibia: Anura: Microhylidae) from Zhejiang Province, China Asian Herpetological Research, 9(3), 135–148 https://doi.org/10.16373/j.cnki.ahr.180032"
1407,银环蛇,Bungarus multicinctus,中国东部和南部,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1408,王氏环蛇,Bungarus wanghaotingi,中国南部、西南部,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1409,马来环蛇,Bungarus candidus,西爪哇、平福,终审:C 排除-记录地为国外省区,新种描述文献中的伴随物种记录，非明确新纪录事件,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1410,台湾烙铁头蛇,Ovophis makazayazaya,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yang-Mei Zeng and Ke Li and Qin Liu and Ya-Yong Wu and Shao-Bing Hou and Gui-Gang Zhao and Sang Ngoc Nguyen and Peng Guo and Lei Shi (2023). New insights into the phylogeny and evolution of Chinese Ovophis (Serpentes, Viperidae): Inferred from multilocus data Zoologica Scripta, 52, 358-369 https://doi.org/10.1111/zsc.12589"
1411,山烙铁头蛇,Ovophis monticola,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yang-Mei Zeng and Ke Li and Qin Liu and Ya-Yong Wu and Shao-Bing Hou and Gui-Gang Zhao and Sang Ngoc Nguyen and Peng Guo and Lei Shi (2023). New insights into the phylogeny and evolution of Chinese Ovophis (Serpentes, Viperidae): Inferred from multilocus data Zoologica Scripta, 52, 358-369 https://doi.org/10.1111/zsc.12589"
1412,大头姬蛙,Microhyla pulchra,广东、永富,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Meihua ZHANG and Liang FEI and Changyuan YE and Yufan WANG and Bin Wang and Jianping JIANG (2018). A New Species of Genus Microhyla (Amphibia: Anura: Microhylidae) from Zhejiang Province, China Asian Herpetological Research, 9(3), 135–148 https://doi.org/10.16373/j.cnki.ahr.180032"
1413,高栏岛角蟾,Boulenophrys gaolanensis,广东,新种表,新种描述，转入 CHNR_new_species,"Hanming SONG and Haotian WANG and Shuo QI and Ning WANG and Yingyong WANG (2024). A New Species of the Genus Boulenophrys (Anura: Megophryidae: Megophryinae) from Zhuhai, Guangdong, China Asian Herpetological Research, 15(4), 251–264 https://doi.org/10.3724/ahr.2095-0357.2024.0026"
1414,莲峰角蟾,Boulenophrys elongata,广东,新种表,新种描述，转入 CHNR_new_species,"Zhaochi ZENG and Jian WANG and Honghui CHEN and Weiwen XIAO and Binbin ZHAN and Yuanhang LI and Shishi LIN (2024). A New Species of the Genus Boulenophrys (Anura, Megophryidae) from Eastern Guangdong, China Asian Herpetological Research, 15(1), 12–21 https://doi.org/10.3724/ahr.2095-0357.2023.0038"
1415,,Ovophis sp. nov.,云南,新种表,新种描述，转入 CHNR_new_species,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
1416,山烙铁头,Ovophis monticola,云南,终审:A1/B1 排除-同种同省已收录(再记录),新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
1417,,Ovophis taylori,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yang-Mei Zeng and Ke Li and Qin Liu and Ya-Yong Wu and Shao-Bing Hou and Gui-Gang Zhao and Sang Ngoc Nguyen and Peng Guo and Lei Shi (2023). New insights into the phylogeny and evolution of Chinese Ovophis (Serpentes, Viperidae): Inferred from multilocus data Zoologica Scripta, 52, 358-369 https://doi.org/10.1111/zsc.12589"
1418,棕黑腹链蛇,Hebius sauteri,台湾,终审:排除-分类学文献伴随,记录类型无法判定（原表未标注且引用无线索）,"Mao-Liang Li and Jin-Long Ren and Jun-Jie Huang and Zhi-Tong Lyu and Shuo Qi and Ke Jiang and Ying-Yong Wang and Jia-Tang Li (2022). On the validity of Hebius sauteri maximus (Malnate, 1962) (Squamata, Natricidae), with the redescription of H. maximus comb. nov. and H. sauteri (Boulenger, 1909) Life Science https://doi.org/10.3897/herpetozoa.35.e94920"
1419,华西腹链蛇,Hebius maximus,四川,新种表,新种描述，转入 CHNR_new_species,"Mao-Liang Li and Jin-Long Ren and Jun-Jie Huang and Zhi-Tong Lyu and Shuo Qi and Ke Jiang and Ying-Yong Wang and Jia-Tang Li (2022). On the validity of Hebius sauteri maximus (Malnate, 1962) (Squamata, Natricidae), with the redescription of H. maximus comb. nov. and H. sauteri (Boulenger, 1909) Life Science https://doi.org/10.3897/herpetozoa.35.e94920"
1420,饰纹姬蛙,Microhyla fissipes,,终审:排除-无省级信息（系统学/命名学文献）,记录类型无法判定（原表未标注且引用无线索）,"Zhi-Yong YUAN and Chatmongkon SUWANNAPOOM and Fang YAN and Nikolay A. POYARKOV and Sang Ngoc NGUYEN and Hong-man CHEN and Siriwadee CHOMDEJ and Robert W. MURPHY and Jing CHE (2016). Red River barrier and Pleistocene climatic fluctuations shaped the genetic structure of Microhyla fissipes complex (Anura: Microhylidae) in southern China and Indochina Life Science, 62 https://doi.org/10.1093/cz/zow042"
1421,穆氏姬蛙,Microhyla mukhlesuri,,终审:B7 坐标在境内可反推省份,记录类型无法判定（原表未标注且引用无线索）,"Zhi-Yong YUAN and Chatmongkon SUWANNAPOOM and Fang YAN and Nikolay A. POYARKOV and Sang Ngoc NGUYEN and Hong-man CHEN and Siriwadee CHOMDEJ and Robert W. MURPHY and Jing CHE (2016). Red River barrier and Pleistocene climatic fluctuations shaped the genetic structure of Microhyla fissipes complex (Anura: Microhylidae) in southern China and Indochina Life Science, 62 https://doi.org/10.1093/cz/zow042"
1422,小弧斑姬蛙,Microhyla heymonsi,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Zhi-Yong YUAN and Chatmongkon SUWANNAPOOM and Fang YAN and Nikolay A. POYARKOV and Sang Ngoc NGUYEN and Hong-man CHEN and Siriwadee CHOMDEJ and Robert W. MURPHY and Jing CHE (2016). Red River barrier and Pleistocene climatic fluctuations shaped the genetic structure of Microhyla fissipes complex (Anura: Microhylidae) in southern China and Indochina Life Science, 62 https://doi.org/10.1093/cz/zow042"
1423,鼻臭蛙,Odorrana nasuta,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Hanming SONG and Siyu ZHANG and Shuo QI and Zhitong LYU and Zhaochi ZENG and Yongheng ZHU and Minghai HUANG and Fuchen LUAN and Zufei SHU and Yuening GONG and Zhifa LIU and Yingyong WANG (2023). Redefinition of the Odorrana versabilis Group, with a New Species from China (Anura, Ranidae, Odorrana) Asian Herpetological Research, 14(4), 283–299 https://doi.org/10.3724/ahr.2095-0357.2023.0019"
1424,,Odorrana trankieni,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Hanming SONG and Siyu ZHANG and Shuo QI and Zhitong LYU and Zhaochi ZENG and Yongheng ZHU and Minghai HUANG and Fuchen LUAN and Zufei SHU and Yuening GONG and Zhifa LIU and Yingyong WANG (2023). Redefinition of the Odorrana versabilis Group, with a New Species from China (Anura, Ranidae, Odorrana) Asian Herpetological Research, 14(4), 283–299 https://doi.org/10.3724/ahr.2095-0357.2023.0019"
1425,华甸掌突蟾,Glyphoglossus huadianensis,云南,新种表,新种描述，转入 CHNR_new_species,"Dongru ZHANG and Shuo LIU and Lixia ZHANG and Hong HUI and Heng XIAO and Dingqi RAO (2021). A New Species of Glyphoglossus Günther, 1869 (Anura: Microhylidae) from Western Yunnan, China Asian Herpetological Research, 12(4), 371–380 https://doi.org/10.16373/j.cnki.ahr.200106"
1426,云南掌突蟾,Glyphoglossus yunnanensis,云南,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Dongru ZHANG and Shuo LIU and Lixia ZHANG and Hong HUI and Heng XIAO and Dingqi RAO (2021). A New Species of Glyphoglossus Günther, 1869 (Anura: Microhylidae) from Western Yunnan, China Asian Herpetological Research, 12(4), 371–380 https://doi.org/10.16373/j.cnki.ahr.200106"
1427,香格里拉温泉蛇,Thermophis shangrila,云南,新种表,新种描述，转入 CHNR_new_species,"Lifang PENG and Changhu LU and Song HUANG and Peng GUO and Yaping ZHANG (2014). A New Species of the Genus Thermophis (Serpentes: Colubridae) from Shangri-La, Northern Yunnan, China, with a Proposal for an Eclectic Rule for Species Delimitation Asian Herpetological Research, 5(4), 228–239 https://doi.org/10.3724/SP.J.1245.2014.00228"
1428,西藏温泉蛇,Thermophis baileyi,西藏,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Lifang PENG and Changhu LU and Song HUANG and Peng GUO and Yaping ZHANG (2014). A New Species of the Genus Thermophis (Serpentes: Colubridae) from Shangri-La, Northern Yunnan, China, with a Proposal for an Eclectic Rule for Species Delimitation Asian Herpetological Research, 5(4), 228–239 https://doi.org/10.3724/SP.J.1245.2014.00228"
