ID,Source_row,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,OrderCN_COL_China_2026,FamilyLA,FamilyCN,GenusLA,GenusCN,Type_locality,Province,Longitude,Latitude,Altitude_raw,Discovery_date,Habitat_raw,Voucher,Evidence_type,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI
181,1196,爬行纲,,,,Diploderma sp. nov. 1,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,丹巴县,四川,101.8667,30.8833,,2022-08,,,标本,"Shuo Liu and Mian Hou and Natalia B. Ananjeva and Dingqi Rao (2023). Four new species of the genus Diploderma Hallowell, 1861 (Squamata, Agamidae) from China ZooKeys, 1148, 167–207 https://doi.org/10.3897/zookeys.1148.97706",2023,"Liu, Shuo, Hou, Mian, Ananjeva, Natalia B., Rao, Dingqi",ZooKeys,10.3897/zookeys.1148.97706
182,1197,爬行纲,,,,Diploderma sp. nov. 2,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,木里县,四川,101.2833,27.9,,2022-08,,,标本,"Shuo Liu and Mian Hou and Natalia B. Ananjeva and Dingqi Rao (2023). Four new species of the genus Diploderma Hallowell, 1861 (Squamata, Agamidae) from China ZooKeys, 1148, 167–207 https://doi.org/10.3897/zookeys.1148.97706",2023,"Liu, Shuo, Hou, Mian, Ananjeva, Natalia B., Rao, Dingqi",ZooKeys,10.3897/zookeys.1148.97706
183,1198,爬行纲,,,,Diploderma sp. nov. 3,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,九龙县,四川,101.5,28.9,,2022-08,,,标本,"Shuo Liu and Mian Hou and Natalia B. Ananjeva and Dingqi Rao (2023). Four new species of the genus Diploderma Hallowell, 1861 (Squamata, Agamidae) from China ZooKeys, 1148, 167–207 https://doi.org/10.3897/zookeys.1148.97706",2023,"Liu, Shuo, Hou, Mian, Ananjeva, Natalia B., Rao, Dingqi",ZooKeys,10.3897/zookeys.1148.97706
184,1201,两栖纲,石门台掌突蟾,Paramegophrys shimentaina,石门台掌突蟾,Leptobrachella shimentaina,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,广东省英德市石门台自然保护区九州驿站;石门台自然保护区石角;石门台自然保护区横石塘保护站;韶关市罗坑自然保护区,广东,113.1098,24.3939,300,2019-04-23,喀斯特或花岗岩地貌中被阔叶林环绕的原始清澈溪流,"Holotype ♂: SYS a007684; Paratypes: SYS a007683/CIB116079, SYS a007685–7686, SYS a007687, SYS a008329, SYS a004711, SYS a004712",标本,"Jian Wang and Shuo Qi and Ke-Yuan Dai and Zhi-Tong Lyu and Zhao-Chi Zeng and Hong-Hui Chen and Yuan-Qiu Li and Yong-You Zhao and Yun-Ze Wang and Ying-Yong Wang (2022). A new Leptobrachella species (Anura, Megophryidae) from South China, with comments on the taxonomic status of L. chishuiensis and L. purpurus Life Science, 98(1) https://doi.org/10.3897/zse.98.73162",2022,"Jian Wang, Shuo Qi, Ke-Yuan Dai, Zhi-Tong Lyu, Zhao-Chi Zeng, Hong-Hui Chen, Yuan-Qiu Li, Yong-You Zhao, Yun-Ze Wang, Ying-Yong Wang",Zoosystematics and Evolution,10.3897/zse.98.73162
185,1202,爬行纲,,,,Diploderma sp. nov. 4,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,维西县,云南,99.2833,27.1833,,2022-07,,,标本,"Shuo Liu and Mian Hou and Natalia B. Ananjeva and Dingqi Rao (2023). Four new species of the genus Diploderma Hallowell, 1861 (Squamata, Agamidae) from China ZooKeys, 1148, 167–207 https://doi.org/10.3897/zookeys.1148.97706",2023,"Liu, Shuo, Hou, Mian, Ananjeva, Natalia B., Rao, Dingqi",ZooKeys,10.3897/zookeys.1148.97706
186,1203,爬行纲,,,,Platysternon sp.,龟鳖目,Platysternidae,平胸龟科,Platysternon,平胸属,中国广西百色地区,广西,106.6167,23.9,,,,,照片/影像、野外观察,"Shiping Gong and Chatmongkon Suwannapoom and Minh Le and Truong Quang Nguyen and Yan Ge and Yufeng Wei and Yangchun Gao (2023). Genomic analyses reveal three phylogenetic species and their evolutionary histories in the big-headed turtle iScience, 26 https://doi.org/10.1016/j.isci.2023.107343",2023,,iScience,10.1016/j.isci
187,1210,两栖纲,苔斑臭蛙,Odorrana concelata,苔斑臭蛙,Odorrana concelata,无尾目,Ranidae,蛙科,Odorrana,臭蛙属,中国广东省清远市金潭镇龙林场村,广东,112.6769,24.0797,280,2022-04-20,海拔200–300米的亚热带常绿阔叶林和次生林中的苔藓岩石及潮湿林地,Holotype: GEP a055; Paratypes: GEP a050–054,标本,"Shi-Shi Lin and Yuan-Hang Li and Hong-Lin Su and Hui Yi and Zhong Pan and Yan-Jun Sun and Zhao-Chi Zeng and Jian Wang (2022). Discovery of a new limestone karst-restricted odorous frog from northern Guangdong, China (Anura, Ranidae, Odorrana) ZooKeys, 1120, 47–66 https://doi.org/10.3897/zookeys.1120.87067",2022,"Shi-Shi Lin, Yuan-Hang Li, Hong-Lin Su, Hui Yi, Zhong Pan, Yan-Jun Sun, Zhao-Chi Zeng, Jian Wang",ZooKeys,10.3897/zookeys.1120.86532
188,1211,两栖纲,,,,Leptobrachella sp. nov. 1,无尾目,Megophryidae,角蟾科,Leptobrachella,掌突蟾属,中国云南省临沧市永德县大雪山自然保护区五木龙干河保护站,云南,99.6455,24.1773,2601,2017-04-18,山地常绿阔叶林,"KIZ028277 (holotype), KIZ028275–76 (paratypes)",标本,"Jin-Min Chen and Kai Xu and Nikolay A. Poyarkov and Kai Wang and Zhi-Yong Yuan and Mian Hou and Chatmongkon Suwannapoom and Jian Wang and Jing Che (2020). How little is known about “the little brown frogs”: description of three new species of the genus Leptobrachella (Anura: Megophryidae) from Yunnan Province, China https://doi.org/10.24272/j.issn.2095-8137.2020.036",2020,"Jin-Min Chen, Kai Xu, Nikolay A. Poyarkov, Kai Wang, Zhi-Yong Yuan, Mian Hou, Chatmongkon Suwannapoom, Jian Wang, Jing Che",Zoological Research,10.24272/j.issn.2095-8137.2020.036
189,1212,两栖纲,,,,Leptobrachella sp. nov. 2,无尾目,Megophryidae,角蟾科,Leptobrachella,掌突蟾属,中国云南省西畴县小桥沟自然保护区,云南,104.7,23.4,,,山地常绿阔叶林,,标本,"Jin-Min Chen and Kai Xu and Nikolay A. Poyarkov and Kai Wang and Zhi-Yong Yuan and Mian Hou and Chatmongkon Suwannapoom and Jian Wang and Jing Che (2020). How little is known about “the little brown frogs”: description of three new species of the genus Leptobrachella (Anura: Megophryidae) from Yunnan Province, China https://doi.org/10.24272/j.issn.2095-8137.2020.036",2020,"Jin-Min Chen, Kai Xu, Nikolay A. Poyarkov, Kai Wang, Zhi-Yong Yuan, Mian Hou, Chatmongkon Suwannapoom, Jian Wang, Jing Che",Zoological Research,10.24272/j.issn.2095-8137.2020.036
190,1216,两栖纲,,,,Leptobrachella sp. nov. 3,无尾目,Megophryidae,角蟾科,Leptobrachella,掌突蟾属,云南省永德县大雪山自然保护区,云南,99.45,24.15,,,山地常绿阔叶林,,标本,"Jin-Min Chen and Kai Xu and Nikolay A. Poyarkov and Kai Wang and Zhi-Yong Yuan and Mian Hou and Chatmongkon Suwannapoom and Jian Wang and Jing Che (2020). How little is known about “the little brown frogs”: description of three new species of the genus Leptobrachella (Anura: Megophryidae) from Yunnan Province, China Life Science https://doi.org/10.24272/j.issn.2095-8137.2020.036",2020,"Jin-Min Chen, Kai Xu, Nikolay A. Poyarkov, Kai Wang, Zhi-Yong Yuan, Mian Hou, Chatmongkon Suwannapoom, Jian Wang, Jing Che",Zoological Research,10.24272/j.issn.2095-8137.2020.036
191,1232,爬行纲,中国树蜥,Calotes wangi,中国树蜥,Calotes wangi,有鳞目,Agamidae,鬣蜥科,Calotes,树蜥属,"大明山,武鸣区,南宁市",广西,108.3426,23.5265,326,2022-09,,"CIB119358 (holotype); CIB119359 (allotype); GXUCM-H201604082-4, H201604086-87, GXUCM-H2022091535-36 (paratype males); GXUCM-H201604085, H2022091538 (paratype females)",标本,"Yong Huang and Hongyu Li and Yilin Wang and Maojin Li and Mian Hou and Bo Cai (2023). Taxonomic review of the Calotes versicolor complex (Agamidae, Sauria, Squamata) in China, with description of a new species and subspecies 63 https://doi.org/10.3897/zookeys.1187.110704",2023,"Huang, Y., Li, H., Wang, Y., Li, M., Hou, M., Cai, B.",ZooKeys,10.3897/zookeys.1187.110704
192,1243,两栖纲,侗掌突蟾,Paramegophrys dong,侗掌突蟾,Leptobrachella dong,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,中国湖南省通道县;贵州省从江县;湖南省绥宁县,湖南、贵州,109.9527,26.2067,790,2017-04-02,常绿灌木覆盖的急流溪涧;常绿阔叶林环绕的缓流溪涧,"Holotype: CIB SSC1757; Paratypes: CIB SSC1754, CIB SSC1755, CIB SSC1758, CIB SSC1759, CIB SSC1760, CIB WB2020277, CIB LB20220305001, CIB LB20220305003, CIB LB20220306003, CIB LB20220306005, CIB LB20220305010, CIB LB20220306008, CIB LB20220306009, CIB LB20220311001, CIB LB20220311002",标本,"Jing Liu and Shengchao Shi and Shize Li and Mengfei Zhang and Sunjun Xiang and Gang Wei and Bin Wang (2023). A new Asian leaf litter toad of the genus Leptobrachella (Amphibia, Anura, Megophryidae) from central south China ZooKeys, 1149, 103–134 https://doi.org/10.3897/zookeys.1149.85895",2023,"Liu, Jing, Shi, Shengchao, Li, Shize, Zhang, Mengfei, Xiang, Sunjun, Wei, Gang, Wang, Bin",ZooKeys,10.3897/zookeys.1149.85895
193,1250,两栖纲,广东溪蟾,Bufo exiguus,广东溪蟾,Bufo exiguus,无尾目,Bufonidae,蟾蜍科,Bufo,蟾蜍属,南昆山,广东,113.8481,23.6419,564,2015-04-14,"流速缓慢的山地溪流,通常被常绿与落叶阔叶混交林环绕","SYS a005790 (holotype); CIB 19028, SYS a003605, SYS a005584, SYS a005715, SYS a005716, SYS a005791 (paratypes)",标本,"Shuo Qi and Zhi-Tong Lyu and Han-Ming Song and Shi-Chao Wei and Qi-Feng Zhong and Ying-Yong Wang (2023). A new species of stream-living toad (Anura: Bufonidae: Bufo) from Guangdong, China Vertebrate Zoology, 73, 677–689 https://doi.org/10.3897/vz.73.e98558",2023,"Shuo Qi, Zhi-Tong Lyu, Han-Ming Song, Shi-Chao Wei, Qi-Feng Zhong, Ying-Yong Wang",Vertebrate Zoology,10.3897/vz.73.e98558
194,1251,两栖纲,庞达角蟾,Xenophrys pangdaensis,庞达角蟾,Xenophrys pangdaensis,无尾目,Megophryidae,角蟾科,Xenophrys,异角蟾属,中国西藏自治区亚东县亚东镇庞达村,西藏,89.007,27.2875,2000,2021-08-28,热带森林中靠近或位于小溪边的蕨类植物上;两侧覆盖蕨类和其他植被的小沟谷,"Holotype: YBU21248; Paratypes: YBU21258, YBU21259, YBU21260, YBU21261, YBU21262, YBU21269",标本,"Guocheng Shu and Ke Li and Yayong Wu and Qin Liu and Zhongping He and Ling Li and He Zhang and Peng Guo (2023). A new species of Xenophrys (Amphibia, Anura, Megophryidae) from southern Tibet, China Life Science https://doi.org/10.3897/zookeys.1182.106828",2023,"Shu, Guocheng, Li, Ke, Wu, Yayong, Liu, Qin, He, Zhongping, Li, Ling, Zhang, He, Guo, Peng",ZooKeys,10.3897/zookeys.1182.106828
195,1260,爬行纲,沈氏脊蛇,Achalinus sheni,沈氏脊蛇,Achalinus sheni,有鳞目,Xenodermidae,闪皮蛇科,Achalinus,脊蛇属,涟源市七星街镇;南岳区寿木园,湖南,111.9175,27.9197,358,2015-10-20,亚热带常绿阔叶林;以柳杉属为主的人工针叶林,"ANU20230014 (holotype); ANU20230012, ANU20230013, ANU20230015, CIB 119043 (paratypes)",标本,"Shun Ma and Yu-Hao Xu and Shuo Qi and Ying-Yong Wang and Shan-Shan Tang and Song Huang and Jian-Ping Jiang (2023). Discovery of a new cryptic Achalinus Peters, 1869 (Serpentes, Xenodermidae) species from Hunan Province, China 9 https://doi.org/10.3897/zookeys.1181.109462",2023,"Ma, Shun; Xu, Yu-Hao; Qi, Shuo; Wang, Ying-Yong; Tang, Shan-Shan; Huang, Song; Jiang, Jian-Ping",ZooKeys,10.3897/zookeys.1181.109462
196,1261,两栖纲,洛扎齿突蟾,Scutiger luozhaensis,洛扎齿突蟾,Scutiger luozhaensis,无尾目,Megophryidae,角蟾科,Scutiger,齿突蟾属,中国西藏自治区洛扎县色镇嘎日村,西藏,90.7842,28.2413,4150,2021-07,溪流旁高山草甸;山地溪流、溪流附近的湿润灌丛或林地以及高山湿地池塘,Holotype: CIB 119115; Paratypes: CIB 119116–119123,标本,"Sheng-Chao Shi and Lu-Lu Sui and Shun Ma and Fei-Rong Ji and A-Yi Bu-Dian and Jian-Ping Jiang (2023). A new Asian lazy toad of the genus Scutiger Theobald, 1868 (Anura, Megophryidae) from southern Tibet, China https://doi.org/10.3897/zookeys.1187.107958",2023,"Shi S-C, Sui L-L, Ma S, Ji F-R, Bu-Dian A-Y, Jiang J-P",ZooKeys,10.3897/zookeys.1187.107958
197,1267,爬行纲,湖南脊蛇,Achalinus hunanensis,湖南脊蛇,Achalinus hunanensis,有鳞目,Xenodermidae,闪皮蛇科,Achalinus,脊蛇属,湖南省怀化市鹤城区和长沙市宁乡县瓦子寨,湖南,111.8833,28.0,1020,2022-06-16,亚热带常绿阔叶林中靠近山涧溪流、灌木丛生的环境,"CIB 119039 (holotype), CIB 119040 (paratype)",标本,"Shun Ma and Sheng-Chao Shi and Sun-Jun Xiang and Fu Shu and Jian-Ping Jiang (2023). A new species of Achalinus Peters, 1869 (Squamata, Xenodermidae) from Hunan Province, China Huaping Nature https://doi.org/10.3897/zookeys.1166.103055",2023,"Ma, Shun, Shi, Sheng-Chao, Xiang, Sun-Jun, Shu, Fu, Jiang, Jian-Ping",ZooKeys,10.3897/zookeys.1166.103055
198,1273,两栖纲,衡山角蟾,Boulenophrys hengshanensis,衡山角蟾,Boulenophrys hengshanensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,湖南省衡阳市南岳区衡山,湖南,112.85,27.25,450,1997-06-17,海拔744–900米之间的林区道路;夜间调查时在海拔450米处观察到,"Holotype: HNNU 0706000A; Paratypes: HNNU 1997:6-17, CSUFT HS210602–603, 605–610, 612–616, 618–620",标本,"Tianyu Qian and Ke Hu and Xiaoyang Mo and Zhiwei Gao and Na Zhang and Daode Yang (2023). A new species of Boulenophrys from central Hunan Province, China (Anura: Megophryidae) Vertebrate Zoology, 73, 915–930 https://doi.org/10.3897/vz.73.e100889",2023,"Qian, T., Hu, K., Mo, X., Gao, Z., Zhang, N., Yang, D.",Vertebrate Zoology,10.3897/vz.73.e100889
199,1276,爬行纲,,,,Hemiphyllodactylus sp. nov. 1,有鳞目,Gekkonidae,壁虎科,Hemiphyllodactylus,半叶趾虎属,孟连傣族拉祜族佤族自治县,云南,99.5833,22.3333,,,喀斯特地区,,标本,"Hongxin Zhou and Xiuyan Li and Chaoying Yuan and Liangwei Cui and Shuo Liu and Dingqi Rao (2024). Integrative Taxonomy Revealed High Diversity of Hemiphyllodactylus Bleeker, 1860 (Squamata: Gekkonidae) and the Description of Three New Species from Yunnan Province, China Animals, 14, 3030 https://doi.org/10.3390/ani14203030",2024,"Hongxin Zhou, Xiuyan Li, Chaoying Yuan, Liangwei Cui, Shuo Liu, Dingqi Rao",Animals,10.3390/ani14203030
200,1277,爬行纲,,,,Hemiphyllodactylus sp. nov. 2,有鳞目,Gekkonidae,壁虎科,Hemiphyllodactylus,半叶趾虎属,景洪市,云南,100.8,22.0,,,喀斯特地区,,标本,"Hongxin Zhou and Xiuyan Li and Chaoying Yuan and Liangwei Cui and Shuo Liu and Dingqi Rao (2024). Integrative Taxonomy Revealed High Diversity of Hemiphyllodactylus Bleeker, 1860 (Squamata: Gekkonidae) and the Description of Three New Species from Yunnan Province, China Animals, 14, 3030 https://doi.org/10.3390/ani14203030",2024,"Hongxin Zhou, Xiuyan Li, Chaoying Yuan, Liangwei Cui, Shuo Liu, Dingqi Rao",Animals,10.3390/ani14203030
201,1278,爬行纲,,,,Hemiphyllodactylus sp. nov. 3,有鳞目,Gekkonidae,壁虎科,Hemiphyllodactylus,半叶趾虎属,云南省,云南,102.7183,25.0389,,,喀斯特地区,,标本,"Hongxin Zhou and Xiuyan Li and Chaoying Yuan and Liangwei Cui and Shuo Liu and Dingqi Rao (2024). Integrative Taxonomy Revealed High Diversity of Hemiphyllodactylus Bleeker, 1860 (Squamata: Gekkonidae) and the Description of Three New Species from Yunnan Province, China Animals, 14, 3030 https://doi.org/10.3390/ani14203030",2024,"Hongxin Zhou, Xiuyan Li, Chaoying Yuan, Liangwei Cui, Shuo Liu, Dingqi Rao",Animals,10.3390/ani14203030
202,1281,两栖纲,乌龙蝾螈,Cynops oolong,凤凰乌龙蝾螈,Hypselotriton oolong,有尾目,Salamandridae,蝾螈科,Cynops,蝾螈属,潮州市潮安区凤凰山,广东,116.65,23.85,1300,,湿地、季节性池塘、森林环绕的耕作谷地和小湖泊,"CIB 121430 (holotype); CIB 121429, SYS a009274 (paratypes)",标本,"Jian Wang and Zhao-Chi Zeng and Tian-Li Wei and Zhi-Tong Lyu (2024). Taxonomic determination of Hypselotriton populations distributed in eastern Guangdong, China (Caudata, Salamandridae), with description of a new species and a new subgenus Life Science, 100(3) https://doi.org/10.3897/zse.100.127268",2024,"Jian Wang, Zhao-Chi Zeng, Tian-Li Wei, Zhi-Tong Lyu",Zoosystematics and Evolution,10.3897/zse.100.127268
203,1288,爬行纲,南山脊蛇,Achalinus nanshanensis,南山脊蛇,Achalinus nanshanensis,有鳞目,Xenodermidae,闪皮蛇科,Achalinus,脊蛇属,"南山国家公园,城步苗族自治县,邵阳市;通道侗族自治县,怀化市",湖南,110.0,26.2,300-1665,,亚热带常绿阔叶林中靠近灌木和溪流处;溪流附近的竹林,"HNNU230901, HNNU230902, HNNU230903",标本,"Hui Li and Le-Qiang Zhu and Bei Xiao and Jie Huang and Shao-Wu Wu and Li-Xun Yang and Zhi-Qiang Zhang and Xiao-Yang Mo (2023). A new species of the genus Achalinus (Squamata, Xenodermatidae) from southwest Hunan Province, China Life Science https://doi.org/10.3897/zookeys.1189.112784",2023,"Li, Hui, Zhu, Le-Qiang, Xiao, Bei, Huang, Jie, Wu, Shao-Wu, Yang, Li-Xun, Zhang, Zhi-Qiang, Mo, Xiao-Yang",ZooKeys,10.3897/zookeys.1189.112784
204,1291,两栖纲,大明山竹叶蛙,Odorrana damingshanensis,大明山竹叶蛙,Odorrana damingshanensis,无尾目,Ranidae,蛙科,Odorrana,臭蛙属,中国广西南宁市武鸣区大明山国家级自然保护区,广西,108.4869,23.4637,1159,2022-04-25,"缓流岩石溪流附近(宽约2–3米,深10–30厘米),常绿林","Holotype: NNU 00690; Paratypes: NNU 00689, NNU 00691, NNU 00692, NNU 00693",标本,"Wei-Cai Chen and Yun-Ming Mo and Li Lin and Kun Qin (2023). A new species of Odorrana Fei, Ye & Huang, 1990 (Amphibia, Anura, Ranidae) from central Guangxi, China with a discussion of the taxonomy of Odorrana (Bamburana) Damingshan National Nature https://doi.org/10.3897/zookeys.1190.109886",2023,"Chen, Wei-Cai, Mo, Yun-Ming, Lin, Li, Qin, Kun",ZooKeys,10.3897/zookeys.1190.109886
205,1298,两栖纲,桂南掌突蟾,Paramegophrys guinanensis,桂南掌突蟾,Leptobrachella guinanensis,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,中国广西上思县十万大山国家级自然保护区,广西,107.903,21.917,512,2021-06-10,海拔400–600米的常绿森林中靠近溪流的岩石区域,"Holotype: NNU 00876; Paratypes: NNU 00560–561, NNU 00557–559, NNU 00569–571, NNU 00875, NNU 00877–880",标本,"Wei-Cai Chen and Peng Li and Wan-Xiao Peng and You-Jun Liu and Yong Huang (2023). The fourth species of Leptobrachella (Anura, Megophryidae) found at Shiwandashan National Nature Reserve, Guangxi, China Shiwandashan National Nature https://doi.org/10.3897/zookeys.1192.98352",2023,"Chen, Wei-Cai, Li, Peng, Peng, Wan-Xiao, Liu, You-Jun, Huang, Yong",ZooKeys,10.3897/zookeys.1192.98352
206,1303,,,,,Pseudapibtocalamus,,,,Pseudapibtocalamus,,,,,,,,,,照片/影像,"Dr. Einar Lönnberg (1900). LXXV.--Reptiles and Batrachians collected in German New Guinea by the late Dr. Erik Nyman , 574-575",1900,,,
207,1304,两栖纲,河口灌树蛙,Raorchestes hekouensis,河口灌树蛙,Raorchestes hekouensis,无尾目,Rhacophoridae,树蛙科,Raorchestes,灌树蛙属,中国云南省河口县良子村,云南,103.7333,22.8167,1200,2019-03-25,路边小溪边缘的灌木和草本植物中,"Holotype: GXNU YU000159; Paratypes: GXNU YU000160, GXNU YU000153, GXNU YU000154, GXNU YU000156, GXNU YU000536, GXNU YU000537, GXNU YU000538",标本,"Lingyun Du and Yuhan Xu and Shuo Liu and Guohua Yu (2024). A new species of Raorchestes (Anura, Rhacophoridae) from Yunnan Province, China Life Science https://doi.org/10.3897/zookeys.1192.106013",2024,"Du, Lingyun, Xu, Yuhan, Liu, Shuo, Yu, Guohua",ZooKeys,10.3897/zookeys.1192.106013
208,1305,两栖纲,独龙江树蛙,Rhacophorus dulongensis,独龙江树蛙,Rhacophorus dulongensis,无尾目,Rhacophoridae,树蛙科,Rhacophorus,树蛙属,中国云南省怒江州贡山县独龙江乡,云南,98.3248,27.7838,1620,2022-02-15,保存完好的山地常绿阔叶林中沿溪流的竹节内,"ANU010645 (holotype), ANU010646 (paratype)",标本,"Ping-Shin Lee and Ben Liu and Meng Ouyang and Ren-Da Ai and Xiao-Long Liu and Yan-Hong He and Ping-Qian Huang and Ying-Chun Li and R. S. Naveen and Zhi-Yong Yuan and Jin-Min Chen (2024). Hidden in the bamboo: A new parachuting frog (Rhacophoridae, Rhacophorus) from the borderlands of western China, with comments on the taxonomy of R. rhodopus Life Science, 100(3) https://doi.org/10.3897/zse.100.120224",2024,"Chen, Lee & Yuan",Zoosystematics and Evolution,10.3897/zse.100.120224
209,1308,两栖纲,琼树蛙,Rhacophorus qiongica,琼树蛙,Rhacophorus qiongica,无尾目,Rhacophoridae,树蛙科,Rhacophorus,树蛙属,中国海南陵水吊罗山,海南,109.87,18.7244,914,2021-07-20,"海拔600至850米的灌木和小乔木上;灌木下有临时水坑,附近有天池和溪流","Holotype: GXNU YU000691; Paratypes: GXNU YU000690, GXNU HN110501–HN110503, GXNU YU000693, GXNU YU000696",标本,"Shangjing Tang and Fanrong Xiao and Shuo Liu and Lijun Wang and Guohua Yu and Lina Du (2024). Underestimated species diversity within the Rhacophorus rhodopus and Rhacophorus bipunctatus complexes (Anura, Rhacophoridae), with a description of a new species from Hainan, China Life Science, 100(2) https://doi.org/10.3897/zse.100.118879",2024,"Shangjing Tang, Fanrong Xiao, Shuo Liu, Lijun Wang, Guohua Yu, Lina Du",Zoosystematics and Evolution,10.3897/zse.100.118879
210,1316,两栖纲,盈江角蟾,Xenophrys yingjiangensis,盈江角蟾,Xenophrys yingjiangensis,无尾目,Megophryidae,角蟾科,Xenophrys,异角蟾属,中国云南省盈江县铜壁关省级自然保护区,云南,97.639,24.563,1478,2023-08-12,海拔约800–1200米、被灌丛环绕的山地,"KIZ 053848 (holotype); KIZ 048503–KIZ 048505, KIZ 053828 (paratypes)",标本,"Yun-He Wu and Zhong-Bin Yu and Jin-Min Chen and Felista Kasyoka Kilunda and Ding-Can Zhang and Chang-Sheng Zuo and An-Ru Zuo and Zheng-Pan Duan and Jing Che (2024). A field survey on the genus Xenophrys (Amphibia, Megophryidae) confirms underestimated diversity in the Gaoligong Mountains, with the description of a new species Life Science, 100(3) https://doi.org/10.3897/zse.100.127635",2024,"Wu, Yun-He, Yu, Zhong-Bin, Chen, Jin-Min, Kilunda, Felista Kasyoka, Zhang, Ding-Can, Zuo, Chang-Sheng, Zuo, An-Ru, Duan, Zheng-Pan, Che, Jing",Zoosystematics and Evolution,10.3897/zse.100.127635
211,1321,两栖纲,盐源齿蟾,Oreolalax yanyuanensis,盐源齿蟾,Oreolalax yanyuanensis,无尾目,Megophryidae,角蟾科,Oreolalax,齿蟾属,中国四川省盐源县树河镇,四川,101.7896,27.4734,3108,,亚热带高山灌丛和沼泽,"CIBSH20230603020 (holotype); CIBSH20230603016–19, CIBSH20230603021, CIBSH20230603023–24 (paratypes); CIBSH20230603kd01–07 (tadpoles)",标本,"Yin Meng Hou and Pu Yang Zheng and Hao Qi Yu and Bin Wang and Xiao Hong Chen and Feng Xie (2020). A new toad of Oreolalax Myers & Leviton, 1962 (Anura, Megophryidae) from Sichuan Province, southwest China Life Science https://doi.org/10.3897/zookeys.1212.122222",2020,"Yin Meng Hou, Pu Yang Zheng, Hao Qi Yu, Bin Wang, Xiao Hong Chen, Feng Xie",ZooKeys,10.3897/zookeys.1212.122222
212,1325,两栖纲,白缘掌突蟾,Leptobrachella albomarginata,白缘掌突蟾,Leptobrachella albomarginata,无尾目,Megophryidae,角蟾科,Leptobrachella,掌突蟾属,中国云南省盈江县铜壁关省级自然保护区,云南,97.5872,24.5635,1634,2023-04-20,山地森林,KIZ 050905 (holotype); KIZ 056551 (paratype),标本,"Yun-He Wu and Zhong-Bin Yu and Shen-Pin Yang and Zheng-Pan Duan and An-Ru Zuo and Ding-Can Zhang and Felista Kasyoka Kilunda and Robert W. Murphy and Jing Che (2025). Morphological and molecular evidence for a new species of the genus Leptobrachella (Anura, Megophryidae) from Gaoligong Mountain Range, Yunnan, China Yunnan Gaoligongshan National Nature, 101(2) https://doi.org/10.3897/zse.101.135560",2025,"Wu, Yun-He, Yu, Zhong-Bin, Yang, Shen-Pin, Duan, Zheng-Pan, Zuo, An-Ru, Zhang, Ding-Can, Kilunda, Felista Kasyoka, Murphy, Robert W., Che, Jing",Zoosystematics and Evolution,10.3897/zse.101.135560
213,1326,两栖纲,云开掌突蟾,Paramegophrys yunkaiensis,云开掌突蟾,Leptobrachella yunkaiensis,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,大雾岭林场,广东,111.1952,22.2758,1600,2016-04-15,,"SYS a004665 (holotype); SYS a004664 / CIB107272, SYS a004666–4669, SYS a004663, SYS a004690 (paratypes)",标本,"Jian Wang and Jianhuan Yang and Yao Li and Zhitong Lyu and Zhaochi Zeng and Zuyao Liu and Youhua Ye and Yingyong Wang (2018). Morphology and molecular genetics reveal two new Leptobrachella species in southern China (Anura, Megophryidae) ZooKeys, 776, 105–137 https://doi.org/10.3897/zookeys.776.22925",2018,"Jian Wang, Li, Lyu, Wang",ZooKeys,10.3897/zookeys.776.22925
214,1327,两栖纲,五皇山掌突蟾,Paramegophrys wuhuangmontis,五皇山掌突蟾,Leptobrachella wuhuangmontis,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,五皇山,广西,109.45,22.15,,,,,照片/影像,"Jian Wang and Jianhuan Yang and Yao Li and Zhitong Lyu and Zhaochi Zeng and Zuyao Liu and Youhua Ye and Yingyong Wang (2018). Morphology and molecular genetics reveal two new Leptobrachella species in southern China (Anura, Megophryidae) ZooKeys, 776, 105–137 https://doi.org/10.3897/zookeys.776.22925",2018,"Jian Wang, Li, Lyu, Wang",ZooKeys,10.3897/zookeys.776.22925
