ID,Source_row,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,OrderCN_COL_China_2026,FamilyLA,FamilyCN,GenusLA,GenusCN,Type_locality,Province,Longitude,Latitude,Altitude_raw,Discovery_date,Habitat_raw,Voucher,Evidence_type,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI
42,393,两栖纲,桑植臭蛙,Odorrana sangzhiensis,桑植臭蛙,Odorrana sangzhiensis,无尾目,Ranidae,蛙科,Odorrana,臭蛙属,中国湖南省张家界市桑植县,湖南,110.5791,29.6485,540,2019-07-30,"峡谷溪流;栖息于溪流旁岩石上;常绿与落叶混交林,优势乔木为长梗榆、栲树、猴欢喜,灌木为悬叶苎麻、蚊母树,草本为中华楼梯草、异毛马蓝、五节芒","Holotype: CSUFT 4308220051; Paratypes: CSUFT 4308220046, CSUFT 4308220047, CSUFT 4308220048, CSUFT 4308220049",标本,"Bing Zhang and Yuan Li and Ke Hu and Pipeng Li and Zhirong Gu and Nengwen Xiao and Daode Yang (2021). A new species of Odorrana (Anura, Ranidae) from Hunan Province, China ZooKeys, 1024, 91–115 https://doi.org/10.3897/zookeys.1024.56399",2021,"Zhang, Bing, Li, Yuan, Hu, Ke, Li, Pipeng, Gu, Zhirong, Xiao, Nengwen, Yang, Daode",ZooKeys,10.3897/zookeys.1024.56399
43,398,两栖纲,虚竹小鲵,Hynobius bambusicolus,虚竹小鲵,Hynobius bambusicolus,有尾目,Hynobiidae,小鲵科,Hynobius,小鲵属,,,,,,,,,照片/影像,冯金英、王鹤霖、王臻祺、钟鸿辉、林清贤、周晓平 (2025) 动物学杂志 10.13859/j.cjz.202525007,2025,冯金英、王鹤霖、王臻祺、钟鸿辉、林清贤、周晓平,,10.13859/j.cjz.202525007
44,427,两栖纲,茂兰瘰螈,Paramesotriton maolanensis,茂兰瘰螈,Paramesotriton maolanensis,有尾目,Salamandridae,蝾螈科,Paramesotriton,瘰螈属,贵州省荔波县茂兰国家级自然保护区翁昂,贵州,107.8833,25.6667,,,,GZNU 2006030001 (holotype); five specimens examined,标本,"XIAOMING GU and RONGRONG CHEN and YINGZHOU TIAN and SONG LI and JINGCHENG RAN (2012). A new species of Paramesotriton (Caudata: Salamandridae) from Guizhou Province, China Zootaxa, 3510, 41–52",2012,"Xiaoming Gu, Rongrong Chen, Yingzhou Tian, Song Li, Jingcheng Ran",Zootaxa,
45,429,两栖纲,大别山林蛙,Rana dabieshanensis,大别山蛙,Rana dabieshanensis,无尾目,Ranidae,蛙科,Rana,蛙属,中国安徽省岳西县鹞落坪国家级自然保护区,安徽,116.07,30.9714,1150,2015-08,,"AHU2016R001 (holotype); AHU2016R002, AHU2016R003, AHU2016R004, AHU2016R005, AHU2016R00",标本,"Chencheng Wang and Lifu Qian and Chenling Zhang and Weibo Guo and Tao Pan and Jun Wu and Hui Wang and Baowei Zhang (2017). A new species of Rana from the Dabie Mountains in eastern China (Anura, Ranidae) ZooKeys, 724, 135–153 https://doi.org/10.3897/zookeys.724.19383",2017,"Wang, Chencheng, Qian, Lifu, Zhang, Chenling, Guo, Weibo, Pan, Tao, Wu, Jun, Wang, Hui, Zhang, Baowei",ZooKeys,10.3897/zookeys.724.19383
46,433,爬行纲,右江腹链蛇,Hebius youjiangensis,右江腹链蛇,Hebius youjiangensis,有鳞目,Colubridae,游蛇科,Hebius,东亚腹链蛇属,,,,,,,,,照片/影像,徐宇浩、吴家祥、龚宴安、侯勉、梁晟铭、彭丽芳 (2024) 动物学杂志 10.13859/j.cjz.202424028,2024,徐宇浩、吴家祥、龚宴安、侯勉、梁晟铭、彭丽芳,,10.13859/j.cjz.202424028
47,459,两栖纲,那坡树蛙,Rhacophorus napoensis,那坡树蛙,Rhacophorus napoensis,无尾目,Rhacophoridae,树蛙科,Rhacophorus,树蛙属,中国广西壮族自治区百色市那坡县,广西,105.8494,23.0222,1032,2019-03-25,灌木丛中靠近几块大岩石处,"Holotype: GXNU YU000172; Paratypes: GXNU YU000169, GXNU YU000170, GXNU YU000171, GXNU YU000173",标本,"Jing Li and Shuo Liu and Guohua Yu and Tao Sun (2022). A new species of Rhacophorus (Anura, Rhacophoridae) from Guangxi, China ZooKeys, 1117, 123–138 https://doi.org/10.3897/zookeys.1117.85787",2022,"Li, Jing, Liu, Shuo, Yu, Guohua, Sun, Tao",ZooKeys,10.3897/zookeys.1117.85787
48,477,两栖纲,腾冲齿突蟾,Scutiger tengchongensis,腾冲齿蟾,Scutiger tengchongensis,无尾目,Megophryidae,角蟾科,Scutiger,齿突蟾属,"高黎贡山国家级自然保护区,寻马河源头小天河水文站",云南,98.7502,25.5679,3000,2017-06-17,山地溪流区域,"SYS a005793 (holotype); SYS a005794–5797 (paratypes); SYS a005798a–b, SYS a005799–5801 (non-type material)",标本,"Jian-Huan Yang and Xiang-Yuan Huang (2017). A New Species of Scutiger (Anura: Megophryidae) from the Gaoligongshan Mountain Range, China https://doi.org/10.1643/CH-17-661",2017,"Jian-Huan Yang, Xiang-Yuan Huang","A New Species of Scutiger (Anura: Megophryidae) from the Gaoligongshan Mountain Range, China",10.1643/CH-17-661
49,488,两栖纲,孟定湍蛙,Amolops mengdingensis,勐定湍蛙,Amolops mengdingensis,无尾目,Ranidae,蛙科,Amolops,湍蛙属,中国云南省耿马县勐定乡,云南,99.1539,23.463,1040,2017-07-20,,"KIZ 20160266 (holotype); KIZ 20160265, KIZ 20160317, KIZ 20160318, KIZ 20160321–20160323 (paratypes)",标本,"GUOHUA YU, ZHENGJUN WU & JUNXING YANG (2019). A new species of the Amolops monticola group (Anura: Ranidae) from southwestern Yunnan, China Zootaxa, 4577(3), 548–560 https://doi.org/10.11646/zootaxa.4577.3.8",2019,"Guohua Yu, Zhengjun Wu, Junxing Yang",Zootaxa,10.11646/zootaxa.4577.3.8
50,502,两栖纲,赤水掌突蟾,Paramegophrys chishuiensis,赤水掌突蟾,Leptobrachella chishuiensis,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,中国贵州省赤水市赤水国家级自然保护区,贵州,105.9978,28.4367,465,2019-05-18,溪流附近的竹林,"Holotype: CIBCS20190518047; Paratypes: CIBCS20190518046, CIBCS20190518048, CIBCS20190518049, CIBCS20190518042, CIBCS20190518043, CIBCS20190518044, CIBCS20190518045",标本,"Shi-Ze Li and Jing Liu and Gang Wei and Bin Wang (2020). A new species of the Asian leaf litter toad genus Leptobrachella (Amphibia, Anura, Megophryidae) from southwest China ZooKeys, 943, 91–118 https://doi.org/10.3897/zookeys.943.51572",2020,"Li, Shi-Ze, Liu, Jing, Wei, Gang, Wang, Bin",ZooKeys,10.3897/zookeys.943.51572
51,511,两栖纲,河谷舌突蛙,Liurana vallecula,谷氏刘树蛙,Liurana vallecula,无尾目,Ceratobatrachidae,亚洲角蛙科,Liurana,舌突蛙属,西藏墨脱县背崩乡西让附近雅鲁藏布江边,西藏,95.0057,29.1776,550,2016-04-17,热带雨林,KIZ014083,标本,"Ke Jiang and Kai Wang and Yu-Fan Wang and Cheng Li and Jing Che (2018). A new species of the endemic Himalayan genus Liurana (Anura, Ceratobatrachidae) from southeastern Tibet, China, with comments on the distribution, reproductive biology, and conservation of the genus ZOOLOGICAL RESEARCH https://doi.org/10.24272/j.issn.2095-8137.2019.025",2018,"Ke Jiang, Kai Wang, Yu-Fan Wang, Cheng Li, Jing Che",Zoological Research,10.24272/j.issn.2095-8137.2019.025
52,539,两栖纲,,,,Fejervarya limnocharis,无尾目,Dicroglossidae,叉舌蛙科,Fejervarya,陆蛙属,,,,,,,,,照片/影像,"Hon Tjong Djong, Masafumi Matsui, Mitsuru Kuramoto, Midori Nishioka and Masayuki Sumida (2011). A New Species of the Fejervarya limnocharis Complex from Japan (Anura, Dicroglossidae) Zoological Science, 28(12), 922-929 https://doi.org/10.2108/zsj.28.922",2011,"Hon Tjong Djong, Masafumi Matsui, Mitsuru Kuramoto, Midori Nishioka, Masayuki Sumida",Zoological Science,10.2108/zsj.28.922
53,542,两栖纲,炳灵角蟾,Boulenophrys binlingensis,炳灵角蟾梵净山亚种,Megophrys binlingensis fanjingshanensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,黑湾河,贵州,108.7653,27.8306,900,2010-06,小溪旁,trxy01,标本,张雷、梁琍、冉辉、沈正雄 (2012) 动物学杂志,2012,张雷、梁琍、冉辉、沈正雄,动物学杂志,
54,553,爬行纲,刘氏棘蜥,Acanthosaura liui,刘氏棘蜥,Acanthosaura liui,有鳞目,Agamidae,鬣蜥科,Acanthosaura,棘蜥属,云南省红河哈尼族彝族自治州建水县,云南,102.8333,23.6333,,2020-05-17,河边树木上,"KIZL2020001 (holotype); KIZL2020002, KIZL2020003, KIZL2020004 (paratypes)",标本,"Shuo Liu and Mian Hou and Mingzhong Mo and Dingqi Rao (2020). A new species of the genus Acanthosaura (Squamata, Agamidae) from Yunnan, China, with comments on its conservation status ZooKeys, 959, 113–135 https://doi.org/10.3897/zookeys.959.54601",2020,"Liu, Shuo, Hou, Mian, Mo, Mingzhong, Rao, Dingqi",ZooKeys,10.3897/zookeys.959.54601
55,565,两栖纲,邛崃原指树蛙,Kurixalus qionglaiensis,邛崃原指树蛙,Kurixalus qionglainesis,无尾目,Rhacophoridae,树蛙科,Kurixalus,原指树蛙属,,四川,,,,,,,照片/影像、野外观察,郭淳鹏、钟茂君、汪晓意、胡军华 (2024) 动物学杂志 10.13859/j.cjz.202421187,2024,郭淳鹏、钟茂君、汪晓意、胡军华,,10.13859/j.cjz.202421187
56,571,爬行纲,铜壁关棘蜥,Acanthosaura tongbiguanensis,铜壁关棘蜥,Acanthosaura tongbiguanensis,有鳞目,Agamidae,鬣蜥科,Acanthosaura,棘蜥属,铜壁关乡,云南,97.5839,24.6142,1170.24,,,"KIZL201804 (holotype); KIZL201801, KIZL201802, KIZL201803, KIZL201805, 74I0039, 74I0040 (paratypes)",标本,"Shuo Liu and Dingqi Rao (2019). A new species of the genus Acanthosaura from Yunnan, China (Squamata, Agamidae) ZooKeys, 888, 105–132 https://doi.org/10.3897/zookeys.888.38491",2019,"Liu, Shuo, Rao, Dingqi",ZooKeys,10.3897/zookeys.888.38491
57,581,两栖纲,杨氏湍蛙,Amolops yangi,杨氏湍蛙,Amolops yangi,无尾目,Ranidae,蛙科,Amolops,湍蛙属,中国云南省怒江傈僳族自治州泸水市俄嘎;福贡县鹿马登乡亚坪公路,云南,98.7504,26.4374,2451,2021-08-07,岩石急流溪岸或沿急流溪边灌木上(距地面约0.5米);海拔2500至3500米的高山地区,"Holotype: KIZ 038643; Paratypes: KIZ 038645, KIZ 050788",标本,"Yun-He Wu and Zhong-Bin Yu and Chen-Qi Lu and Yin-Peng Zhang and Wen-Jie Dong and Xiao-Long Liu and Felista Kasyoka Kilunda and Yun Xiong and Yun-Fang Jiang and Hong Ouyang and Zhong-Xiong Fu and Yun-Biao He and Zhi-Yong Yuan and Jing Che (2024). A new species of the genus Amolops (Amphibia: Ranidae) and the first national record of Amolops vitreus from China Vertebrate Zoology, 74, 343–357 https://doi.org/10.3897/vz.74.e108013",2024,"Wu, Yun-He, Yu, Zhong-Bin, Lu, Chen-Qi, Zhang, Yin-Peng, Dong, Wen-Jie, Liu, Xiao-Long, Kilunda, Felista Kasyoka, Xiong, Yun, Jiang, Yun-Fang, Ouyang, Hong, Fu, Zhong-Xiong, He, Yun-Biao, Yuan, Zhi-Yong, Che, Jing",Vertebrate Zoology,10.3897/vz.74.e108013
58,597,两栖纲,稻城山溪鲵,Batrachuperus daochengensis,道城山溪鲵,Batrachuperus daochengensis,有尾目,Hynobiidae,小鲵科,Batrachuperus,山溪鲵属,四川省道城县桑堆镇2公里处;乡城县沙贡乡,四川,100.1102,29.189,4000,2002-05-08,山涧溪流,"CIB108172 (holotype); CIB83584, CIB83588, CIB83589, CIB83590, CIB83591, CIB99969, CIB99971, CIB99979, CIB99980, CIB99993, CIB99994, CIB108180 (paratypes)",标本,Fu & Zeng (2008). A new species of the genus Batrachuperus (Urodela: Hynobiidae) from Southwestern China https://doi.org/10.24272/j.issn.2095-8137.2020.129,2008,,,10.24272/j.issn.2095-8137.2020.129
59,602,爬行纲,若尔盖锦蛇,Elaphe zoigeensis,若尔盖锦蛇,Elaphe zoigeensis,有鳞目,Colubridae,游蛇科,Elaphe,锦蛇属,中国四川省若尔盖县降扎温泉,四川,102.7133,34.205,3200,2010-07-26,温泉口附近大石上晒太阳;溪流边砾石地;溪流旁小土洞,"HUM20110001 (holotype), HUM20110002–3 (paratypes)",标本,"Song HUANG and Li DING and Frank T. BURBRINK and Jun YANG and Jietang HUANG and Chen LING and Xin CHEN and Yaping ZHANG (2012). A New Species of the Genus Elaphe (Squamata: Colubridae) from Zoige County, Sichuan, China Asian Herpetological Research, 3(1), 38–45 https://doi.org/10.3724/SP.J.1245.2012.00038",2012,"Song HUANG, Li DING, Frank T. BURBRINK, Jun YANG, Jietang HUANG, Chen LING, Xin CHEN, Yaping ZHANG",Asian Herpetological Research,10.3724/SP.J.1245.2012.00038
60,604,两栖纲,康县隆肛蛙,Feirana kangxianensis,康县费氏蛙,Feirana kangxianensis,无尾目,Dicroglossidae,叉舌蛙科,Feirana,隆肛蛙属,甘肃省康县,甘肃,105.6,33.3333,,,,,标本,"Xin YANG and Bin WANG and Junhua HU and Jianping JIANG (2011). A New Species of the Genus Feirana (Amphibia: Anura: Dicroglossidae) from the Western Qinling Mountains of China Asian Herpetological Research, 2(2), 72-86 https://doi.org/10.3724/SP.J.1245.2011.00072",2011,"Xin YANG, Bin WANG, Junhua HU, Jianping JIANG",Asian Herpetological Research,10.3724/SP.J.1245.2011.00072
61,612,两栖纲,丽水角蟾,Boulenophrys lishuiensis,丽水角蟾,Boulenophrys lishuiensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,,,,,,,,,照片/影像,赵玉瑞、朱滨清、高朔、王乐、吴延庆 (2023) 动物学杂志 Chinese Journal of Zoology 10.13859/j.cjz.202304013,2023,赵玉瑞、朱滨清、高朔、王乐、吴延庆,,10.13859/j.cjz.202304013
62,613,爬行纲,大别山壁虎,Gekko kaiyai,凯崖壁虎,Gekko kaiyai,有鳞目,Gekkonidae,壁虎科,Gekko,壁虎属,"大别山,安徽与河南交界处",安徽、河南,115.8,31.2,,,墙壁、岩石和树木,SYSr001185,标本,"Caiwen Zhang and Afang Wu and Bo Cai and Lanrong Wang and Dapeng Pang and Haohao Ma and Lei Yu and Xiangyang Li and Hua Huang and Lin Zeng and Li Li and Jie Yan and Peng Li and Baowei Zhang (2023). A New Species of the Genus Gekko (Squamata: Sauria: Gekkonidae) from the Dabie Mountains, China Animals, 13, 3796 https://doi.org/10.3390/ani13243796",2023,"Caiwen Zhang, Afang Wu, Bo Cai, Lanrong Wang, Dapeng Pang, Haohao Ma, Lei Yu, Xiangyang Li, Hua Huang, Lin Zeng, Li Li, Jie Yan, Peng Li, Baowei Zhang",Animals,10.3390/ani13243796
63,629,两栖纲,祁门大鲵,Andrias cheni,祁门大鲵,Andrias cheni,有尾目,Cryptobranchidae,隐鳃鲵科,Andrias,大鲵属,凫峰镇,安徽,117.95,29.85,200,1989,"溪流中,成年个体常栖息于洞穴中",HSA18037,标本,龚宴安、许竟成、黄松、黄汝怡、李佳琦、江永强、杨典成、余婧、章艺、李文静 (2023) 动物学杂志 Chinese Journal of Zoology 10.13859/j.cjz.202305002,2023,龚宴安、许竟成、黄松、黄汝怡、李佳琦、江永强、杨典成、余婧、章艺、李文静,动物学杂志 Chinese Journal of Zoology,10.13859/j.cjz.202305002
64,631,两栖纲,贵州拟小鲵,Pseudohynobius guizhouensis,贵州拟小鲵,Pseudohynobius guizhouensis,有尾目,Hynobiidae,小鲵科,Pseudohynobius,拟小鲵属,,贵州,,,,,,,照片/影像,,,李松、田应洲、谷晓明,,10.13859/j.cjz.201801001
65,633,两栖纲,,,云雾山拟小鲵,Pseudohynobius yunwuensis,有尾目,Hynobiidae,小鲵科,Pseudohynobius,拟小鲵属,,,,,,,,,照片/影像,,,Wu Y K、Jiang K、Hanken J,,10.13859/j.cjz.201801001
66,635,两栖纲,瑶山肥螈,Pachytriton inexpectatus,肥螈,Pachytriton inexpectatus,有尾目,Salamandridae,蝾螈科,Pachytriton,肥螈属,,广西,,,,,,,照片/影像,,,Nishikawa K、Jiang J P、Matsui M等,,10.13859/j.cjz.201801001
67,636,两栖纲,费氏肥螈,Pachytriton feii,费氏肥螈,Pachytriton feii,有尾目,Salamandridae,蝾螈科,Pachytriton,肥螈属,,,,,,,,,照片/影像,,,Nishikawa K、Matsui M、Jiang J P,,10.13859/j.cjz.201801001
68,641,两栖纲,丽水树蛙,Zhangixalus lishuiensis,丽水树蛙,Rhacophorus lishuiensis,无尾目,Rhacophoridae,树蛙科,Zhangixalus,张树蛙属,葑垟林场,浙江,119.8173,28.1977,1100,2016-04-02,常绿落叶混交林下高山湿地,WYF11032,标本,刘宝权、王聿凡、蒋珂、陈宏满、周佳俊、许济南、吴丞昊 (2017) 动物学杂志 10.13859/j.cjz.201703001,2017,刘宝权、王聿凡、蒋珂、陈宏满、周佳俊、许济南、吴丞昊,动物学杂志,10.13859/j.cjz.201703001
69,647,爬行纲,广西壁虎,Gekko kwangsiensis,广西壁虎,Gekko kwangsiensis,有鳞目,Gekkonidae,壁虎科,Gekko,壁虎属,中国广西壮族自治区南宁市武鸣县,广西,108.28,23.15,340,2013-07-10,次生林边缘的喀斯特岩石,KFBG 14076 (holotype); KFBG 14074–14079 (paratypes),标本,"JIAN-HUAN YANG (2015). A new species of the genus Gekko Laurenti (Squamata: Sauria: Gekkonidae) from Guangxi, China Zootaxa, 3936(2), 287–295 https://doi.org/10.11646/zootaxa.3936.2.9",2015,Jian-Huan Yang,Zootaxa,10.11646/zootaxa.3936.2.9
70,649,两栖纲,井冈纤树蛙,Gracixalus jinggangensis,井冈山纤树蛙,Gracixalus jinggangensis,无尾目,Rhacophoridae,树蛙科,Gracixalus,纤树蛙属,井冈山荆竹山地区,江西,114.0758,26.4913,1208,2014-07-28,,"SYS a004811 (holotype); SYS a004096, a004095, a004806, a004805, a004807, a004809, a004810, a004812, a003186 (paratypes and other material)",标本,"ZHAO-CHI ZENG and JIAN ZHAO and CHUN-QUAN CHEN and GUO-LING CHEN and ZHONG ZHANG & YING-YONG WANG (2017). A new species of the genus Gracixalus (Amphibia: Anura: Rhacophoridae) from Mount Jinggang, southeastern China Zootaxa, 4250(2), 171–185 https://doi.org/10.11646/zootaxa.4250.2.3",2017,"Zhao-Chi Zeng, Jian Zhao, Chun-Quan Chen, Guo-Ling Chen, Zhong Zhang, Ying-Yong Wang",Zootaxa,10.11646/zootaxa.4250.2.3
71,654,两栖纲,弄岗纤树蛙,Gracixalus nonggangensis,弄岗纤树蛙,Gracixalus nonggangensis,无尾目,Rhacophoridae,树蛙科,Gracixalus,纤树蛙属,"弄岗国家级自然保护区,靠近中越边境",广西,106.9523,22.5233,216,2008-09-07,常绿喀斯特森林,"NHMG200809044 (holotype); NHMG200809043, NHMG20091001, NHMG20091003, NHMG20091009–10, NHMG20091002, NHMG201005008, NHMG111024, NHMG1005046, NHMG111025 (paratypes)",标本,"YUNMING MO, WEI ZHANG, YU LUO, SHICHU ZHOU & WEICAI CHEN (2013). A new species of the genus Gracixalus (Amphibia: Anura: Rhacophoridae) from Southern Guangxi, China Zootaxa, 3616(1), 61–72 https://doi.org/10.11646/zootaxa.3616.1.5",2013,"Yunming Mo, Wei Zhang, Yu Luo, Shichu Zhou, Weicai Chen",Zootaxa,10.11646/zootaxa.3616.1.5
72,662,爬行纲,盈江腹链蛇,Hebius citrinoventer,盈江腹链蛇,Hebius citrinoventer,有鳞目,Colubridae,游蛇科,Hebius,东亚腹链蛇属,中国云南省德宏傣族景颇族自治州盈江县铜壁关乡,云南,97.6575,24.6085,1300,,保存完好的季雨林生境,"ANU20230016 (holotype), QHU2024005 (paratype)",标本,"Yu-Hao Xu and Dian-Cheng Yang and Yan-An Gong and Kai-Chen Ouyang and Shi-Yang Weng and Jun-Dong Deng and Song Huang and Li-Fang Peng (2024). A new species of the genus Hebius (Squamata, Natricidae) from Yunnan, China ZooKeys https://doi.org/10.3897/zookeys.1206.123841",2024,"Xu, Yu-Hao, Yang, Dian-Cheng, Gong, Yan-An, Ouyang, Kai-Chen, Weng, Shi-Yang, Deng, Jun-Dong, Huang, Song, Peng, Li-Fang",ZooKeys,10.3897/zookeys.1206.123841
73,672,爬行纲,白眉腹链蛇,Hebius boulengeri,白眉腹链蛇,Hebius boulengeri,有鳞目,Colubridae,游蛇科,Hebius,东亚腹链蛇属,中国广东东部泰雍,广东,115.5,23.5,,,,,照片/影像,"Shuo Liu and JiShan Wang and Mian Hou and Liang Zhang and Qiaoyan Wang and Chunmiao Zong and Jiang Zhou and Dingqi Rao and Patrick David and Gernot Vogel (2025). A new species of the genus Hebius (Squamata, Natricidae), previously confused with H. boulengeri (Gressitt, 1937) Yunnan Xishuangbanna National Nature https://doi.org/10.3897/zookeys.1254.161130",2025,"Liu, Shuo, Wang, JiShan, Hou, Mian, Zhang, Liang, Wang, Qiaoyan, Zong, Chunmiao, Zhou, Jiang, Rao, Dingqi, David, Patrick, Vogel, Gernot",ZooKeys,10.3897/zookeys.1254.161130
74,673,爬行纲,单氏腹链蛇,Hebius shantianfangi,单氏腹链蛇,Hebius shantianfangi,有鳞目,Colubridae,游蛇科,Hebius,东亚腹链蛇属,西双版纳州和普洱市,云南,100.9,22.8,,,,four specimens,标本,"Shuo Liu and JiShan Wang and Mian Hou and Liang Zhang and Qiaoyan Wang and Chunmiao Zong and Jiang Zhou and Dingqi Rao and Patrick David and Gernot Vogel (2025). A new species of the genus Hebius (Squamata, Natricidae), previously confused with H. boulengeri (Gressitt, 1937) Yunnan Xishuangbanna National Nature https://doi.org/10.3897/zookeys.1254.161130",2025,"Liu, Shuo, Wang, JiShan, Hou, Mian, Zhang, Liang, Wang, Qiaoyan, Zong, Chunmiao, Zhou, Jiang, Rao, Dingqi, David, Patrick, Vogel, Gernot",ZooKeys,10.3897/zookeys.1254.161130
75,674,两栖纲,冷泉原指树蛙,Kurixalus lenquanensis,冷泉树蛙,Kurixalus lenquanensis,无尾目,Rhacophoridae,树蛙科,Kurixalus,原指树蛙属,云南省蒙自市冷泉村,云南,103.3761,23.2144,1622,2015-06-20,山地灌丛植被;干水坑旁的果园;水库附近的植被,"KIZ 170180Y (holotype); KIZ 170175Y–170179Y, KIZ 170181Y–170186Y, KISD 1506203–1506204 (paratypes)",标本,"Guohua Yu and Jishan Wang and Mian Hou and Dingqi Rao and Junxing Yang (2017). A new species of the genus Kurixalus from Yunnan, China (Anura, Rhacophoridae) ZooKeys, 694, 71–93 https://doi.org/10.3897/zookeys.694.12785",2017,"Yu, Guohua, Wang, Jishan, Hou, Mian, Rao, Dingqi, Yang, Junxing",ZooKeys,10.3897/zookeys.694.12785
